,userId,itemId,Xmin,Ymin,Xmax,Ymax,Xmin_true,Ymin_true,Xmax_true,Ymax_true,acc,se_Xmin,se_Ymin,se_Xmax,se_Ymax,Y_xmin,Y_ymin,Y_xmax,Y_ymax
1285,379,32303,141,277,559,626,17,105,461,785,0.7854805429280717,15376,29584,9604,25281,0,0,1,0
1286,656,32303,89,206,670,722,17,105,461,785,0.8306439479425262,5184,10201,43681,3969,1,1,1,1
1287,1468,32303,110,269,667,692,17,105,461,785,0.7672512923020709,8649,26896,42436,8649,0,0,1,0
1288,107,32303,73,247,661,739,17,105,461,785,0.8242469183566001,3136,20164,40000,2116,1,0,1,1
1289,161,32303,78,151,762,735,17,105,461,785,0.7341834047995186,3721,2116,90601,2500,1,1,0,1
1290,1592,17403,182,241,719,701,198,222,775,516,0.8300675089909447,256,361,3136,34225,0,1,0,0
1291,370,17403,180,206,769,699,198,222,775,516,0.8473972403532617,324,256,36,33489,0,1,1,0
1292,369,17403,193,266,764,654,198,222,775,516,0.9054717519338222,25,1936,121,19044,1,0,1,1
1293,161,18232,90,495,229,592,27,462,236,590,0.9724715916359096,3969,1089,49,4,1,1,1,1
1294,1304,18232,77,516,200,566,27,462,236,590,0.960746030100276,2500,2916,1296,576,1,0,1,0
1295,1397,18232,99,490,218,580,27,462,236,590,0.9655719846872892,5184,784,324,100,0,1,1,1
1296,374,18232,106,501,173,559,27,462,236,590,0.9316394914973521,6241,1521,3969,961,0,1,0,0
1297,1389,13017,38,650,641,1185,45,745,806,1218,0.9473824203692576,49,9025,27225,1089,1,0,1,0
1298,963,13017,84,678,491,1257,45,745,806,1218,0.8497581488429564,1521,4489,99225,1521,0,1,0,0
1299,1668,13017,58,667,510,1203,45,745,806,1218,0.8675778715690842,169,6084,87616,225,1,1,0,1
1300,420,5014,78,326,398,569,10,305,231,571,0.7947881367145119,4624,441,27889,4,1,1,0,1
1301,1428,5014,86,350,405,571,10,305,231,571,0.7629148577486033,5776,2025,30276,0,1,1,0,1
1302,577,5014,203,315,399,562,10,305,231,571,0.5912076074960423,37249,100,28224,81,0,1,0,1
1303,1435,5014,233,320,403,542,10,305,231,571,0.4995228970500562,49729,225,29584,841,0,1,0,0
1304,11,5014,229,332,323,567,10,305,231,571,0.6440329442311015,47961,729,8464,16,0,1,1,1
1305,1489,5014,38,310,392,546,10,305,231,571,0.8296750251782715,784,25,25921,625,1,1,0,1
1306,1540,5014,227,341,376,551,10,305,231,571,0.5653304151963127,47089,1296,21025,400,0,1,1,1
1307,475,5014,225,422,378,498,10,305,231,571,0.4592189832492502,46225,13689,21609,5329,0,0,1,0
1308,1049,5014,41,298,399,565,10,305,231,571,0.8177513429708648,961,49,28224,36,1,1,0,1
1309,1006,5014,220,364,347,563,10,305,231,571,0.6195567067599184,44100,3481,13456,64,0,0,1,1
1310,478,5014,85,339,392,558,10,305,231,571,0.7953298392482165,5625,1156,25921,169,1,1,0,1
1311,1182,13145,163,738,304,851,98,695,331,794,0.9678793398200962,4225,1849,729,3249,0,0,1,1
1312,804,13145,115,692,290,854,98,695,331,794,0.9821725862371984,289,9,1681,3600,1,1,0,0
1313,1003,13145,127,700,306,853,98,695,331,794,0.9841122241927496,841,25,625,3481,1,1,1,0
1314,217,22408,230,302,815,908,13,425,761,991,0.8673538734112871,47089,15129,2916,6889,1,0,0,1
1315,65,22408,147,362,742,965,13,425,761,991,0.9577104486243281,17956,3969,361,676,1,1,1,1
1316,1595,22408,517,377,737,732,13,425,761,991,0.4033254078026267,254016,2304,576,67081,0,1,1,0
1317,110,22408,317,397,804,957,13,425,761,991,0.8228174248716782,92416,784,1849,1156,1,1,0,1
1318,1222,22408,326,407,744,880,13,425,761,991,0.7957478392031987,97969,324,289,12321,1,1,1,1
1319,463,29854,103,1035,369,1263,123,966,371,1221,0.991114693103308,400,4761,4,1764,0,1,1,0
1320,1534,29854,121,1054,336,1248,123,966,371,1221,0.9875587750740791,4,7744,1225,729,1,0,0,1
1321,1225,29854,119,1026,323,1245,123,966,371,1221,0.9916699446383443,16,3600,2304,576,1,1,0,1
1322,1709,32101,51,829,233,1060,92,830,264,991,0.9868795229561832,1681,1,961,4761,0,1,1,1
1323,1548,32101,77,849,233,1087,92,830,264,991,0.9809271077225012,225,361,961,9216,1,0,1,0
1324,128,32101,46,831,227,1079,92,830,264,991,0.9800995465691432,2116,1,1369,7744,0,1,1,0
1325,465,32101,48,843,208,1063,92,830,264,991,0.9815260706129402,1936,169,3136,5184,0,1,0,1
1326,947,32101,49,838,210,1074,92,830,264,991,0.9792347717450774,1849,64,2916,6889,0,1,0,0
1327,957,32101,51,829,234,1075,92,830,264,991,0.982920697224702,1681,1,900,7056,0,1,1,0
1328,191,32101,53,858,230,1060,92,830,264,991,0.9854299618781384,1521,784,1156,4761,1,0,1,1
1329,79,25583,161,656,618,1005,176,688,542,942,0.9642089773807508,225,1024,5776,3969,1,1,1,1
1330,1482,25583,137,602,616,991,176,688,542,942,0.9453270480382326,1521,7396,5476,2401,0,0,1,1
1331,941,25583,189,673,335,843,176,688,542,942,0.827314989647494,169,225,42849,9801,1,1,0,0
1332,15,25583,196,688,644,1017,176,688,542,942,0.9465153073847876,400,0,10404,5625,1,1,1,1
1333,955,25583,165,667,311,826,176,688,542,942,0.7806473246259424,121,441,53361,13456,1,1,0,0
1334,409,25583,201,697,319,795,176,688,542,942,0.7654603935254516,625,81,49729,21609,0,1,0,0
1335,1124,25583,203,673,310,857,176,688,542,942,0.7981489198234214,729,225,53824,7225,0,1,0,1
1336,161,13862,82,1029,135,1097,75,1037,167,1101,0.9987259443260876,49,64,1024,16,0,1,1,1
1337,1466,13862,83,1047,131,1095,75,1037,167,1101,0.9983469321004571,64,100,1296,36,0,0,0,0
1338,1308,13862,78,1031,128,1100,75,1037,167,1101,0.9982684776747436,9,36,1521,1,1,1,0,1
1339,1389,14045,52,1006,83,1035,48,1003,87,1038,0.9999450296949588,16,9,16,9,1,0,1,1
1340,1508,14045,51,1007,83,1035,48,1003,87,1038,0.9999450296949588,9,16,16,9,1,0,1,1
1341,909,14045,54,1007,76,1033,48,1003,87,1038,0.9997823175920368,36,16,121,25,0,0,0,0
1342,1733,14045,51,1004,99,1034,48,1003,87,1038,0.99981310096286,9,1,144,16,1,1,0,1
1343,1383,14045,54,1005,98,1034,48,1003,87,1038,0.999805405120154,36,4,121,16,0,1,0,1
1344,1241,14045,53,1006,75,1033,48,1003,87,1038,0.9997768205615326,25,9,144,25,0,0,0,0
1345,1207,14045,52,1006,94,1034,48,1003,87,1038,0.9999010534509258,16,9,49,16,1,0,1,1
1346,903,14045,51,1005,97,1032,48,1003,87,1038,0.9998361884909772,9,4,100,36,1,1,0,0
1347,1439,14045,52,1002,100,1033,48,1003,87,1038,0.9997680253127259,16,1,169,25,1,1,0,0
1348,592,24142,227,725,896,1199,258,704,924,1249,0.9909693713104096,961,441,784,2500,1,1,1,1
1349,971,24142,218,774,908,1121,258,704,924,1249,0.9554057302865722,1600,4900,256,16384,1,0,1,0
1350,140,24142,361,765,842,1125,258,704,924,1249,0.929793896038886,10609,3721,6724,15376,0,0,0,0
1351,1047,9427,79,485,260,579,19,397,311,616,0.9164241498951482,3600,7744,2601,1369,1,0,0,1
1352,841,9427,86,468,273,579,19,397,311,616,0.9326383232438171,4489,5041,1444,1369,0,1,1,1
1353,886,9427,91,493,252,562,19,397,311,616,0.8865007865593181,5184,9216,3481,2916,0,0,0,0
1354,931,9427,115,460,256,583,19,397,311,616,0.9055910519156436,9216,3969,3025,1089,0,1,0,1
1355,1319,9427,30,412,261,581,19,397,311,616,0.9777825985518576,121,225,2500,1225,1,1,1,1
1356,1597,9427,79,480,261,587,19,397,311,616,0.9245230503493468,3600,6889,2500,841,1,0,1,1
1357,889,19745,123,357,369,557,123,400,311,597,0.9414281876309708,0,1849,3364,1600,1,1,0,1
1358,891,19745,80,335,373,570,123,400,311,597,0.9084670356240933,1849,4225,3844,729,0,0,0,1
1359,1718,19745,136,351,349,523,123,400,311,597,0.9184138412766644,169,2401,1444,5476,1,1,1,0
1360,279,1467,23,448,78,518,20,457,78,502,0.9981598167262554,9,81,0,256,1,0,1,0
1361,1601,1467,54,465,67,484,20,457,78,502,0.9911447828012004,1156,64,121,324,0,0,0,0
1362,119,1467,46,457,71,503,20,457,78,502,0.9961388061943972,676,0,49,1,0,1,0,1
1363,1602,1467,26,446,79,517,20,457,78,502,0.9979630341218376,36,121,1,225,1,0,1,0
1364,935,1467,23,449,77,516,20,457,78,502,0.9985640188326272,9,64,1,196,1,0,1,0
1365,1607,1467,26,453,76,512,20,457,78,502,0.9991703219921846,36,16,4,100,1,1,1,1
1366,1413,1467,34,457,73,518,20,457,78,502,0.9974630999376412,196,0,25,256,1,1,1,0
1367,3,12433,32,575,152,667,64,591,160,658,0.9947126020954792,1024,256,64,81,0,0,1,0
1368,504,12433,31,575,114,653,64,591,160,658,0.9870653550209408,1089,256,2116,25,0,0,0,1
1369,1219,12433,42,577,137,660,64,591,160,658,0.9954992184854852,484,196,529,4,1,1,0,1
1370,993,12433,37,580,151,653,64,591,160,658,0.996452805335634,729,121,81,25,1,1,1,1
1371,325,12433,36,576,156,666,64,591,160,658,0.9959593148645453,784,225,16,64,1,0,1,0
1372,1314,12433,33,574,149,666,64,591,160,658,0.9946754975487808,961,289,121,64,0,0,1,0
1373,509,33872,56,910,73,932,56,914,74,933,0.9999755887435628,0,16,1,1,1,1,1,1
1374,1271,33872,53,909,80,928,56,914,74,933,0.9998711628132482,9,25,36,25,1,1,0,0
1375,1222,33872,62,908,73,930,56,914,74,933,0.9998887931651196,36,36,1,9,0,0,1,1
1376,821,10326,19,553,368,841,49,562,230,704,0.8563210462038168,900,81,19044,18769,0,1,0,1
1377,376,10326,66,560,212,721,49,562,230,704,0.9966445034763276,289,4,324,289,1,1,1,1
1378,547,10326,39,472,362,833,49,562,230,704,0.843465716806834,100,8100,17424,16641,1,0,0,1
1379,659,10326,15,420,377,823,49,562,230,704,0.7885592753460818,1156,20164,21609,14161,0,0,0,1
1380,1297,10326,86,508,102,520,49,562,230,704,0.7980591082193924,1369,2916,16384,33856,0,1,0,0
1381,917,10326,30,501,290,846,49,562,230,704,0.8968684810174636,361,3721,3600,20164,1,1,1,0
1382,1300,10326,29,525,174,731,49,562,230,704,0.9791337004256406,400,1369,3136,729,1,1,1,1
1383,261,10326,25,565,197,716,49,562,230,704,0.9932667851213728,576,9,1089,144,0,1,1,1
1384,831,10326,34,504,377,839,49,562,230,704,0.8391769033692926,225,3364,21609,18225,1,1,0,1
1385,1460,10326,41,382,142,447,49,562,230,704,0.6064624789008342,64,32400,7744,66049,1,0,1,0
1386,903,678,64,586,193,712,38,591,189,713,0.9976750568081088,676,25,16,1,0,0,1,1
1387,141,678,32,586,210,739,38,591,189,713,0.9961855388857273,36,25,441,676,1,0,0,0
1388,366,678,63,593,213,738,38,591,189,713,0.9940743091348734,625,4,576,625,0,1,0,0
1389,1268,26888,83,267,699,882,129,295,753,706,0.8698497906266167,2116,784,2916,30976,0,1,1,0
1390,119,26888,144,379,586,822,129,295,753,706,0.8279874950807204,225,7056,27889,13456,1,0,1,1
1391,452,26888,146,318,473,791,129,295,753,706,0.6942113897351769,289,529,78400,7225,1,1,0,1
1392,1216,26931,126,370,295,600,16,283,441,564,0.7480544399289707,12100,7569,21316,1296,0,0,0,0
1393,917,26931,127,334,433,584,16,283,441,564,0.9083173437891048,12321,2601,64,400,0,1,1,1
1394,379,26931,130,391,291,591,16,283,441,564,0.7146372856308622,12996,11664,22500,729,0,0,0,1
1395,157,26931,106,380,286,590,16,283,441,564,0.7484775173104197,8100,9409,24025,676,1,0,0,1
1396,314,26931,152,356,313,496,16,283,441,564,0.7328474895422422,18496,5329,16384,4624,0,1,0,0
1397,1585,26931,120,368,303,584,16,283,441,564,0.7766330191040294,10816,7225,19044,400,0,0,0,1
1398,375,26931,108,344,423,586,16,283,441,564,0.922576839194842,8464,3721,324,484,1,1,1,1
1399,266,26931,79,325,438,597,16,283,441,564,0.9592951888355242,3969,1764,9,1089,1,1,1,1
1400,831,26931,38,314,429,593,16,283,441,564,0.9855200276490008,484,961,144,841,1,1,1,1
1401,1470,10273,48,580,258,705,114,550,247,693,0.9741465698899556,4356,900,121,144,1,0,1,1
1402,387,10273,37,585,253,718,114,550,247,693,0.9634043549520018,5929,1225,36,625,0,0,1,1
1403,392,10273,91,600,270,732,114,550,247,693,0.9762163427768672,529,2500,529,1521,1,0,1,1
1404,1324,10273,27,540,370,772,114,550,247,693,0.8640177944275346,7569,100,15129,6241,0,1,0,0
1405,1696,10273,27,565,301,746,114,550,247,693,0.9366939826738468,7569,225,2916,2809,0,1,0,0
1406,3,10273,27,548,294,739,114,550,247,693,0.9442847108405524,7569,4,2209,2116,0,1,1,0
1407,283,10273,49,578,256,704,114,550,247,693,0.9755982205572464,4225,784,81,121,1,0,1,1
1408,1599,10273,144,565,257,722,114,550,247,693,0.9903254507141184,900,225,100,841,1,1,1,1
1409,1326,10273,174,575,275,646,114,550,247,693,0.9661999531725592,3600,625,784,2209,1,1,1,0
1410,786,10273,156,579,282,624,114,550,247,693,0.9597705455396862,1764,841,1225,4761,1,0,1,0
1411,782,10273,35,555,301,747,114,550,247,693,0.9433481620229456,6241,25,2916,2916,0,1,0,0
1412,1600,10273,64,568,275,696,114,550,247,693,0.9830625146335752,2500,324,784,9,1,1,1,1
1413,1219,10273,34,573,250,733,114,550,247,693,0.9600187309763522,6400,529,9,1600,0,1,1,1
1414,886,10273,44,598,255,693,114,550,247,693,0.9659658159681572,4900,2304,64,0,0,0,1,1
1415,780,10273,36,550,331,742,114,550,247,693,0.9272254741278391,6084,0,7056,2401,0,1,0,0
1416,804,13194,38,643,111,697,51,636,128,699,0.9984927720900324,169,49,289,4,0,1,1,1
1417,334,13194,37,637,106,698,51,636,128,699,0.997988396409789,196,1,484,1,0,1,0,1
1418,1182,13194,62,651,103,689,51,636,128,699,0.9968410154763696,121,225,625,100,1,0,0,0
1419,571,13194,36,650,102,696,51,636,128,699,0.9967377806880156,225,196,676,9,0,0,0,1
1420,1715,13194,43,641,117,698,51,636,128,699,0.9993776417044948,64,25,121,1,1,1,1,1
1421,478,13194,37,640,114,699,51,636,128,699,0.9987965773243312,196,16,196,0,0,1,1,1
1422,1724,4557,58,922,115,958,46,928,109,962,0.9996927635554008,144,36,36,16,0,1,1,1
1423,692,4557,47,917,112,958,46,928,109,962,0.9998053286320859,1,121,9,16,1,0,1,1
1424,1389,4557,53,922,115,959,46,928,109,962,0.9998278416474229,49,36,36,9,1,1,1,1
1425,197,4557,61,925,83,943,46,928,109,962,0.9983168210298048,225,9,676,361,0,1,0,0
1426,1508,4557,62,920,76,942,46,928,109,962,0.99760435030914,256,64,1089,400,0,0,0,0
1427,903,64,30,436,173,564,21,416,223,565,0.982175172861073,81,400,2500,1,0,0,0,1
1428,366,64,22,417,244,562,21,416,223,565,0.9972981818018796,1,1,441,9,1,1,1,1
1429,1565,64,26,425,235,559,21,416,223,565,0.9982904424675609,25,81,144,36,1,1,1,0
1430,1508,4549,86,1041,280,1188,98,1051,242,1169,0.9977256834604242,144,100,1444,361,1,1,1,1
1431,197,4549,122,1026,264,1175,98,1051,242,1169,0.99808975170102,576,625,484,36,1,1,1,1
1432,1389,4549,85,1054,132,1107,98,1051,242,1169,0.9821051580033964,169,9,12100,3844,1,1,0,0
1433,692,4549,264,1145,281,1168,98,1051,242,1169,0.957916819286737,27556,8836,1521,1,0,0,1,1
1434,1363,2247,42,319,578,730,39,294,618,695,0.987448154236384,9,625,1600,1225,1,0,0,1
1435,565,2247,69,322,614,733,39,294,618,695,0.9885912104420906,900,784,16,1444,0,0,1,1
1436,1103,2247,19,298,612,740,39,294,618,695,0.9910115865983009,400,16,36,2025,1,1,1,0
1437,265,7994,45,637,892,1490,17,622,677,1500,0.9574731500631604,784,225,46225,100,1,1,0,1
1438,161,7994,56,649,874,1458,17,622,677,1500,0.9615260215733874,1521,729,38809,1764,1,1,0,1
1439,1084,7994,98,672,814,1362,17,622,677,1500,0.9578864333472892,6561,2500,18769,19044,1,1,1,0
1440,1361,7994,56,660,815,1464,17,622,677,1500,0.979061811007351,1521,1444,19044,1296,1,1,1,1
1441,866,7994,66,673,745,1303,17,622,677,1500,0.9564839655070178,2401,2601,4624,38809,1,1,1,0
1442,102,7994,262,751,759,1298,17,622,677,1500,0.8884189039367928,60025,16641,6724,40804,0,0,1,0
1443,823,2636,66,758,517,1092,41,780,360,1103,0.9603159512118824,625,484,24649,121,0,0,0,1
1444,1097,2636,45,771,539,1087,41,780,360,1103,0.9503255505837828,16,81,32041,256,1,1,0,1
1445,105,2636,54,758,485,1082,41,780,360,1103,0.9743623164848509,169,484,15625,441,1,0,1,0
1446,1371,21793,41,654,710,1359,106,714,624,1087,0.8181296436651959,4225,3600,7396,73984,1,0,0,0
1447,58,21793,336,667,662,1212,106,714,624,1087,0.8528441390108907,52900,2209,1444,15625,0,0,1,1
1448,1595,21793,292,641,676,1260,106,714,624,1087,0.8520693984088255,34596,5329,2704,29929,0,0,1,1
1449,1315,21793,51,693,658,1361,106,714,624,1087,0.8375124302542322,3025,441,1156,75076,1,1,1,0
1450,119,21793,132,696,716,1093,106,714,624,1087,0.9806314849483702,676,324,8464,36,1,1,0,1
1451,1222,21793,192,689,742,1241,106,714,624,1087,0.9069067614976348,7396,625,13924,23716,1,1,0,1
1452,1409,21793,83,688,701,1268,106,714,624,1087,0.9186624307384449,529,676,5929,32761,1,1,0,1
1453,724,12796,37,661,739,1399,276,683,1047,1319,0.741562437091156,57121,484,94864,6400,0,0,0,0
1454,3,12796,46,668,775,1383,276,683,1047,1319,0.7865643993387328,52900,225,73984,4096,0,1,1,0
1455,781,12796,408,707,764,1331,276,683,1047,1319,0.8402010642905509,17424,576,80089,144,1,0,1,1
1456,1638,12796,78,685,777,1346,276,683,1047,1319,0.8164442447176905,39204,4,72900,729,1,1,1,1
1457,972,4032,396,811,774,1401,151,787,732,1457,0.9235079087819462,60025,576,1764,3136,1,1,1,1
1458,1506,4032,387,847,740,1379,151,787,732,1457,0.9235744734023249,55696,3600,64,6084,1,1,1,0
1459,1508,4032,534,1371,539,1374,151,787,732,1457,0.37886684244008384,146689,341056,37249,6889,0,0,0,0
1460,1389,4032,399,804,817,1408,151,787,732,1457,0.9165968662661306,61504,289,7225,2401,1,1,1,1
1461,1562,4032,373,823,757,1423,151,787,732,1457,0.9388528054797864,49284,1296,625,1156,1,1,1,1
1462,1342,4032,297,840,778,1455,151,787,732,1457,0.969351079616833,21316,2809,2116,4,1,1,1,1
1463,1022,17366,107,954,197,1062,90,912,232,1038,0.9943374825158386,289,1764,1225,576,1,1,1,1
1464,1507,17366,108,971,172,1040,90,912,232,1038,0.9891142729527368,324,3481,3600,4,1,0,0,1
1465,489,17366,131,986,172,1026,90,912,232,1038,0.9839836265970826,1681,5476,3600,144,0,0,0,1
1466,531,17366,78,962,200,1052,90,912,232,1038,0.994322789943228,144,2500,1024,196,1,0,1,1
1467,648,17366,64,910,210,1075,90,912,232,1038,0.9962783713577112,676,4,484,1369,0,1,1,0
1468,1444,17366,66,935,211,1074,90,912,232,1038,0.9958243708640409,576,529,441,1296,0,1,1,0
1469,909,17366,85,964,216,1076,90,912,232,1038,0.9934926595907236,25,2704,256,1444,1,0,1,0
1470,1585,29956,54,689,258,840,98,708,262,823,0.9928294027556644,1936,361,16,289,1,1,1,1
1471,1257,29956,54,694,269,851,98,708,262,823,0.991829046568234,1936,196,49,784,1,1,1,0
1472,105,29956,50,677,267,837,98,708,262,823,0.9903932736380654,2304,961,25,196,1,1,1,1
1473,1748,29956,58,687,241,829,98,708,262,823,0.9930608901378796,1600,441,441,36,1,1,1,1
1474,831,29956,61,689,267,825,98,708,262,823,0.995152543984325,1369,361,25,4,1,1,1,1
1475,915,29956,35,674,283,853,98,708,262,823,0.9821809831737608,3969,1156,441,900,0,0,1,0
1476,719,29956,174,774,175,775,98,708,262,823,0.9448701776045604,5776,4356,7569,2304,0,0,0,0
1477,660,21655,162,896,406,1279,30,885,458,1424,0.9612764401420352,17424,121,2704,21025,0,1,1,1
1478,1093,21655,155,911,200,1229,30,885,458,1424,0.8865801436441981,15625,676,66564,38025,0,0,0,0
1479,1158,21655,82,888,505,1277,30,885,458,1424,0.9751084274218234,2704,9,2209,21609,1,1,1,1
1480,1112,486,74,697,413,983,153,732,391,954,0.9768050553422778,6241,1225,484,841,1,0,1,1
1481,1472,486,186,731,274,808,153,732,391,954,0.9047637893959184,1089,1,13689,21316,1,1,0,0
1482,886,486,45,705,370,965,153,732,391,954,0.9658183928971912,11664,729,441,121,0,0,1,1
1483,1535,486,161,754,331,901,153,732,391,954,0.9816440416353346,64,484,3600,2809,1,1,0,1
1484,60,486,44,705,420,955,153,732,391,954,0.9645070645505996,11881,729,841,1,0,0,1,1
1485,1311,486,71,704,349,967,153,732,391,954,0.9750900383899948,6724,784,1764,169,0,0,1,1
1486,1171,486,61,714,385,970,153,732,391,954,0.9760425324204166,8464,324,36,256,0,1,1,1
1487,1500,23835,86,913,198,1015,71,917,179,1026,0.9990073245852954,225,16,361,121,0,1,1,1
1488,971,23835,79,923,208,1007,71,917,179,1026,0.9982123604565072,64,36,841,361,1,0,0,0
1489,592,23835,79,916,212,1011,71,917,179,1026,0.9981066398383436,64,1,1089,225,1,1,0,1
1490,663,34614,47,456,352,611,33,391,320,603,0.966888402375933,196,4225,1024,64,1,1,0,1
1491,918,34614,70,461,331,626,33,391,320,603,0.9584136605625484,1369,4900,121,529,0,0,1,0
1492,1351,34614,60,459,344,622,33,391,320,603,0.962194236875044,729,4624,576,361,1,0,0,0
1493,387,8585,158,608,699,1103,40,616,883,1073,0.9196224510997002,13924,64,33856,900,0,1,0,1
1494,178,8585,150,634,758,1070,40,616,883,1073,0.9537331103921588,12100,324,15625,9,0,0,1,1
1495,1479,8585,111,629,763,1183,40,616,883,1073,0.9477110603227371,5041,169,14400,12100,1,1,1,0
1496,421,22537,280,635,903,1233,216,693,736,1213,0.9282046235507472,4096,3364,27889,400,0,0,0,1
1497,853,22537,230,751,801,1164,216,693,736,1213,0.9795432682169546,196,3364,4225,2401,1,0,1,1
1498,1182,22537,304,739,783,1136,216,693,736,1213,0.9638542844461758,7744,2116,2209,5929,0,1,1,0
1499,1698,8569,273,455,744,822,332,470,771,861,0.967943508237485,3481,225,729,1521,1,1,0,1
1500,1319,8569,19,426,737,935,332,470,771,861,0.42659461670532894,97969,1936,1156,5476,0,0,0,0
1501,1479,8569,49,472,764,943,332,470,771,861,0.5324682314569127,80089,4,49,6724,0,1,1,0
1502,178,8569,48,410,776,914,332,470,771,861,0.5312626145739705,80656,3600,25,2809,0,0,1,1
1503,387,8569,66,457,774,927,332,470,771,861,0.5947727896575294,70756,169,9,4356,0,1,1,0
1504,327,34151,150,1043,289,1280,85,1044,331,1268,0.9935705675803156,4225,1,1764,144,0,1,1,1
1505,318,34151,142,1075,294,1185,85,1044,331,1268,0.9869315025417956,3249,961,1369,6889,0,0,1,0
1506,509,34151,83,1063,281,1373,85,1044,331,1268,0.9854410146218752,4,361,2500,11025,1,1,1,0
1507,1222,34151,97,1044,264,1346,85,1044,331,1268,0.9887668361197002,144,0,4489,6084,1,1,0,1
1508,1316,34151,146,1088,294,1199,85,1044,331,1268,0.9876453016089304,3721,1936,1369,4761,0,0,1,1
1509,937,34151,150,1074,246,1109,85,1044,331,1268,0.9605565746030084,4225,900,7225,25281,0,0,0,0
1510,119,34151,113,1056,264,1300,85,1044,331,1268,0.993248781510403,784,144,4489,1024,1,1,0,1
1511,391,34151,50,1064,266,1314,85,1044,331,1268,0.9916503327917824,1225,400,4225,2116,1,1,0,1
1512,1529,34151,69,1044,291,1311,85,1044,331,1268,0.9961165557360724,256,0,1600,1849,1,1,1,1
1513,656,33252,41,1055,383,1282,64,1060,405,1414,0.9836010640388576,529,25,484,17424,0,0,1,1
1514,1361,33252,69,1061,342,1237,64,1060,405,1414,0.9686233336642076,25,1,3969,31329,1,1,0,0
1515,1513,33252,39,1056,399,1293,64,1060,405,1414,0.9863937330163156,625,16,36,14641,0,0,1,1
1516,856,19947,223,956,844,1305,149,1000,767,1457,0.9590071162498908,5476,1936,5929,23104,1,1,1,0
1517,1504,19947,683,1144,828,1245,149,1000,767,1457,0.6011986861356151,285156,20736,3721,44944,0,0,1,0
1518,1202,19947,318,1043,860,1293,149,1000,767,1457,0.9258146344426271,28561,1849,8649,26896,1,1,0,0
1519,1148,19947,350,1030,849,1288,149,1000,767,1457,0.9138570175638394,40401,900,6724,28561,1,1,1,0
1520,433,19947,172,992,807,1309,149,1000,767,1457,0.9728959934222422,529,64,1600,21904,1,1,1,1
1521,763,19947,103,943,899,1362,149,1000,767,1457,0.964216007583318,2116,3249,17424,9025,1,1,0,1
1522,1618,19947,197,1140,811,1309,149,1000,767,1457,0.9485477164421732,2304,19600,1936,21904,1,0,1,1
1523,296,19947,380,970,855,1305,149,1000,767,1457,0.9042704529266552,53361,900,7744,23104,0,1,1,0
1524,1290,19947,385,921,900,1406,149,1000,767,1457,0.9075120907636098,55696,6241,17689,2601,0,0,0,1
1525,752,23372,30,532,60,552,28,533,49,552,0.9995047500756632,4,1,121,0,1,1,0,1
1526,182,23372,37,532,57,551,28,533,49,552,0.999422208421607,81,1,64,1,1,1,1,1
1527,636,23372,35,531,61,551,28,533,49,552,0.9992217501188992,49,4,144,1,1,1,0,1
1528,952,23372,42,533,56,546,28,533,49,552,0.9988955140576298,196,0,49,36,0,1,1,0
1529,957,23372,36,531,59,554,28,533,49,552,0.9993239445477308,64,4,100,4,1,1,0,1
1530,1378,23372,46,538,52,543,28,533,49,552,0.9982744863747312,324,25,9,81,0,0,1,0
1531,1123,25080,43,452,809,1102,224,455,804,869,0.6842517458176518,32761,9,25,54289,0,1,1,0
1532,952,25080,408,564,827,989,224,455,804,869,0.7800378532425436,33856,11881,529,14400,0,0,1,1
1533,687,25080,186,495,748,984,224,455,804,869,0.9296415544484812,1444,1600,3136,13225,1,1,0,1
1534,1053,25080,177,568,821,1056,224,455,804,869,0.8178548378909507,2209,12769,289,34969,1,0,1,0
1535,957,25080,62,504,893,1105,224,455,804,869,0.6654774077055279,26244,2401,7921,55696,0,1,0,0
1536,1222,22454,168,840,387,997,121,818,372,1029,0.9923021343904392,2209,484,225,1024,1,1,1,1
1537,110,22454,70,856,401,1055,121,818,372,1029,0.9891386279755512,2601,1444,841,676,1,0,0,1
1538,1595,22454,308,842,360,951,121,818,372,1029,0.918426448475854,34969,576,144,6084,0,1,1,0
1539,1602,998,133,459,745,949,283,464,808,909,0.8905596285244599,22500,25,3969,1600,0,1,1,1
1540,1527,998,107,507,732,957,283,464,808,909,0.8406542893426722,30976,1849,5776,2304,0,1,1,0
1541,886,998,177,536,712,957,283,464,808,909,0.8911595365904965,11236,5184,9216,2304,1,0,0,0
1542,1565,11214,47,171,928,786,97,255,990,778,0.9748908093350092,2500,7056,3844,64,1,1,1,1
1543,805,11214,45,169,922,766,97,255,990,778,0.9722724712710128,2704,7396,4624,144,1,1,1,1
1544,1508,11214,13,157,438,792,97,255,990,778,0.4003185271661899,7056,9604,304704,196,0,0,0,1
1545,909,11214,116,161,842,731,97,255,990,778,0.9378797429403712,361,8836,21904,2209,1,0,1,0
1546,201,11214,5,186,967,793,97,255,990,778,0.9739303790622472,8464,4761,529,225,0,1,1,1
1547,1067,11214,9,156,908,791,97,255,990,778,0.954425252415995,7744,9801,6724,169,0,0,1,1
1548,1197,11214,228,298,692,722,97,255,990,778,0.7930878858971537,17161,1849,88804,3136,0,1,0,0
1549,810,11214,19,178,883,799,97,255,990,778,0.9554229809517772,6084,5929,11449,441,0,1,1,1
