,userId,itemId,Xmin,Ymin,Xmax,Ymax,L,H,P,S,L/H,D
984,106,16066,123,748,311,1033,188,285,946,53580,0.6596491228070176,341.4220262373241
985,657,16066,127,752,320,1019,193,267,920,51531,0.7228464419475655,329.4510585807853
986,1509,16066,113,766,341,1016,228,250,956,57000,0.912,338.3548433228051
987,1629,16066,93,733,376,1031,283,298,1162,84334,0.9496644295302014,410.96593532797823
988,1626,16066,104,743,300,856,196,113,618,22148,1.7345132743362832,226.24102192131292
989,552,16066,106,753,362,1031,256,278,1068,71168,0.9208633093525179,377.91533443352097
990,413,17222,232,700,374,835,142,135,554,19170,1.0518518518518518,195.93111034238538
991,1374,17222,67,683,352,827,285,144,858,41040,1.9791666666666667,319.3133257476111
992,1713,17222,57,665,388,870,331,205,1072,67855,1.6146341463414635,389.3404679711576
993,1721,17222,39,652,383,826,344,174,1036,59856,1.9770114942528736,385.50226977282506
994,738,17222,44,683,223,858,179,175,708,31325,1.022857142857143,250.33177984426987
995,1375,17222,75,677,364,837,289,160,898,46240,1.80625,330.3346787729075
996,552,15026,67,749,901,1462,834,713,3094,594642,1.1697054698457223,1097.2351616677256
997,867,15026,35,770,958,1545,923,775,3396,715325,1.1909677419354838,1205.2194820861469
998,1681,15026,117,796,892,1233,775,437,2424,338675,1.7734553775743709,889.7156849241222
999,905,9021,34,357,338,510,304,153,914,46512,1.9869281045751637,340.3307215048327
1000,809,9021,14,317,261,555,247,238,970,58786,1.0378151260504205,343.0058308542291
1001,1671,9021,43,324,248,550,205,226,862,46330,0.9070796460176992,305.1245647272602
1002,519,33665,38,609,59,618,21,9,60,189,2.333333333333333,22.847319317591726
1003,1055,33665,41,609,58,621,17,12,58,204,1.4166666666666667,20.808652046684813
1004,128,33665,35,610,62,622,27,12,78,324,2.25,29.546573405388315
1005,1380,33665,38,607,61,623,23,16,78,368,1.4375,28.0178514522438
1006,410,33665,41,610,60,621,19,11,60,209,1.7272727272727273,21.95449840010015
1007,1191,33665,41,613,56,616,15,3,36,45,5.0,15.297058540778355
1008,1132,33665,42,606,62,620,20,14,68,280,1.4285714285714286,24.413111231467404
1009,952,33665,42,610,56,617,14,7,42,98,2.0,15.652475842498529
1010,191,33665,41,612,58,617,17,5,44,85,3.4,17.72004514666935
1011,1538,33665,49,608,59,619,10,11,42,110,0.9090909090909092,14.866068747318506
1012,200,35470,48,568,155,648,107,80,374,8560,1.3375,133.60014970051492
1013,94,35470,57,570,144,638,87,68,310,5916,1.2794117647058822,110.42191811411355
1014,1674,35470,68,573,140,647,72,74,292,5328,0.972972972972973,103.24727599312246
1015,303,7394,59,985,268,1194,209,209,836,43681,1.0,295.57063453597686
1016,1389,7394,49,974,265,1201,216,227,886,49032,0.9515418502202644,313.3448579440869
1017,306,7394,71,975,266,1205,195,230,850,44850,0.8478260869565217,301.53772566629203
1018,328,7815,42,198,583,480,541,282,1646,152562,1.9184397163120568,610.0860595030836
1019,1698,7815,8,197,602,479,594,282,1752,167508,2.106382978723404,657.5408732542792
1020,502,7815,22,199,580,598,558,399,1914,222642,1.3984962406015038,685.9774048757
1021,504,12466,27,465,213,596,186,131,634,24366,1.4198473282442747,227.50164834567684
1022,1314,12466,82,477,213,580,131,103,468,13493,1.2718446601941749,166.6433316997713
1023,391,12466,69,476,133,558,64,82,292,5248,0.7804878048780488,104.01922899156675
1024,1045,12466,73,481,124,544,51,63,228,3213,0.8095238095238095,81.05553651663777
1025,1599,12466,73,472,131,559,58,87,290,5046,0.6666666666666666,104.5609869884557
1026,3,12466,54,481,137,554,83,73,312,6059,1.1369863013698631,110.5350623105628
1027,839,12466,84,484,198,585,114,101,430,11514,1.1287128712871286,152.3056138164316
1028,1638,12466,30,473,124,559,94,86,360,8084,1.0930232558139534,127.40486646906389
1029,563,12466,69,482,218,575,149,93,484,13857,1.6021505376344083,175.64168070250295
1030,161,32310,29,554,163,652,134,98,464,13132,1.3673469387755102,166.01204775557707
1031,1468,32310,48,525,165,629,117,104,442,12168,1.125,156.54072952429985
1032,107,32310,41,537,214,651,173,114,574,19722,1.5175438596491229,207.18349355100662
1033,872,32310,62,536,177,614,115,78,386,8970,1.4743589743589745,138.95682782792647
1034,656,32310,61,526,201,646,140,120,520,16800,1.1666666666666667,184.39088914585776
1035,14,11383,182,307,853,808,671,501,2344,336171,1.3393213572854292,837.4019345571157
1036,419,11383,253,420,724,786,471,366,1674,172386,1.286885245901639,596.4872169627779
1037,952,11383,229,408,403,557,174,149,646,25926,1.1677852348993292,229.0785891348207
1038,848,11383,191,352,849,807,658,455,2226,299390,1.446153846153846,799.9931249704588
1039,1281,11383,188,305,851,802,663,497,2320,329511,1.3340040241448692,828.6000241370983
1040,888,11383,125,288,841,805,716,517,2466,370172,1.3849129593810443,883.1449484654261
1041,1061,11383,257,352,833,786,576,434,2020,249984,1.3271889400921661,721.201774817561
1042,126,11383,203,380,621,741,418,361,1558,150898,1.1578947368421053,552.3087904424481
1043,753,11383,219,301,512,746,293,445,1476,130385,0.6584269662921348,532.7982732704752
1044,570,11383,216,320,704,692,488,372,1720,181536,1.3118279569892473,613.6187741586791
1045,637,11383,198,294,833,805,635,511,2292,324485,1.2426614481409002,815.0742297484322
1046,688,11383,416,563,624,698,208,135,686,28080,1.5407407407407407,247.9697562203907
1047,916,6646,38,535,346,808,308,273,1162,84084,1.1282051282051282,411.5738086904948
1048,1621,6646,22,515,326,787,304,272,1152,82688,1.1176470588235294,407.9215610874228
1049,52,6646,21,521,346,819,325,298,1246,96850,1.0906040268456376,440.9410391424232
1050,182,3414,92,1028,127,1078,35,50,170,1750,0.7,61.032778078668514
1051,577,3414,89,1022,130,1078,41,56,194,2296,0.7321428571428571,69.40461079784254
1052,348,3414,92,1030,127,1069,35,39,148,1365,0.8974358974358975,52.40229002629561
1053,421,3414,99,1031,126,1061,27,30,114,810,0.9,40.36087214122113
1054,242,3414,75,1019,148,1084,73,65,276,4745,1.1230769230769229,97.74456506629922
1055,1711,3414,99,1031,128,1071,29,40,138,1160,0.725,49.4064773081425
1056,889,3414,71,1017,152,1083,81,66,294,5346,1.2272727272727273,104.48444860360799
1057,335,3414,87,1025,132,1070,45,45,180,2025,1.0,63.63961030678928
1058,407,3414,102,1035,126,1066,24,31,110,744,0.7741935483870968,39.20459156782532
1059,252,28469,345,342,567,890,222,548,1540,121656,0.4051094890510949,591.2596722253261
1060,1442,28469,177,376,710,864,533,488,2042,260104,1.0922131147540983,722.656903378083
1061,1570,28469,317,376,549,826,232,450,1364,104400,0.5155555555555555,506.2845049969434
1062,1662,28469,292,309,567,877,275,568,1686,156200,0.4841549295774648,631.0697267339007
1063,1206,28469,191,294,663,633,472,339,1622,160008,1.392330383480826,581.1239110551209
1064,1198,28469,297,330,580,602,283,272,1110,76976,1.0404411764705883,392.5213369996592
1065,862,28469,261,303,609,894,348,591,1878,205668,0.5888324873096447,685.8461926700476
1066,75,7243,391,585,727,1062,336,477,1626,160272,0.7044025157232704,583.4595101633017
1067,418,7243,394,579,796,1009,402,430,1664,172860,0.9348837209302324,588.6459037485948
1068,1433,7243,429,661,743,1022,314,361,1350,113354,0.8698060941828255,478.4527144870222
1069,1646,7243,418,628,732,931,314,303,1234,95142,1.0363036303630364,436.3542139134215
1070,742,7243,416,599,862,1015,446,416,1724,185536,1.0721153846153846,609.8950729428792
1071,1427,7243,363,565,839,1004,476,439,1830,208964,1.0842824601366745,647.5314664168839
1072,341,7243,477,664,804,1060,327,396,1446,129492,0.8257575757575758,513.5610966574474
1073,1420,7243,408,633,827,1048,419,415,1668,173885,1.0096385542168675,589.733838269435
1074,952,7243,592,827,596,831,4,4,16,16,1.0,5.656854249492381
1075,25,7243,501,613,614,811,113,198,622,22374,0.5707070707070707,227.9758759167294
1076,1133,7243,475,674,766,1037,291,363,1308,105633,0.8016528925619835,465.2418725781247
1077,571,34910,42,326,130,403,88,77,330,6776,1.1428571428571428,116.93160394008115
1078,952,34910,65,332,117,396,52,64,232,3328,0.8125,82.46211251235322
1079,191,34910,61,336,117,399,56,63,238,3528,0.8888888888888888,84.29116205154607
1080,345,34910,54,328,121,398,67,70,274,4690,0.9571428571428572,96.89685237405806
1081,1186,34910,40,324,141,407,101,83,368,8383,1.216867469879518,130.728726758888
1082,20,34910,35,322,143,403,108,81,378,8748,1.3333333333333333,135.0
1083,1422,34910,39,324,139,405,100,81,362,8100,1.2345679012345678,128.68954891520912
1084,707,19834,123,468,545,763,422,295,1434,124490,1.4305084745762713,514.8873663239369
1085,1158,19834,303,532,472,672,169,140,618,23660,1.2071428571428569,219.45614596087302
1086,309,19834,275,479,487,652,212,173,770,36676,1.2254335260115607,273.6293112954093
1087,377,19834,156,381,464,765,308,384,1384,118272,0.8020833333333334,492.26009385283305
1088,263,19834,312,532,457,627,145,95,480,13775,1.5263157894736843,173.34935823359717
1089,1516,19834,75,376,507,750,432,374,1612,161568,1.1550802139037433,571.4017850864661
1090,1212,19834,373,535,501,656,128,121,498,15488,1.0578512396694215,176.13914953808538
1091,1212,11891,105,745,292,1083,187,338,1050,63206,0.5532544378698225,386.2809858121417
1092,1405,11891,139,768,287,1063,148,295,886,43660,0.5016949152542373,330.04393646907073
1093,917,11891,148,734,295,1026,147,292,878,42924,0.5034246575342466,326.91436187478826
1094,1165,29282,101,446,833,1163,732,717,2898,524844,1.0209205020920502,1024.6526240633946
1095,314,29282,727,935,731,939,4,4,16,16,1.0,5.656854249492381
1096,1585,29282,108,455,753,1100,645,645,2580,416025,1.0,912.1677477306463
1097,142,12515,267,464,376,557,109,93,404,10137,1.1720430107526882,143.28293687665675
1098,650,12515,142,427,402,802,260,375,1270,97500,0.6933333333333334,456.31677593531447
1099,1668,12515,78,411,399,811,321,400,1442,128400,0.8025,512.8752284912969
1100,433,12515,125,432,370,790,245,358,1206,87710,0.6843575418994413,433.80756102216566
1101,1389,12515,103,417,385,808,282,391,1346,110262,0.7212276214833759,482.0840175737005
1102,963,12515,142,427,414,763,272,336,1216,91392,0.8095238095238095,432.2961947554015
1103,909,12515,140,439,425,796,285,357,1284,101745,0.7983193277310925,456.8084937914355
1104,2,21296,181,874,398,1042,217,168,770,36456,1.2916666666666667,274.4321409747772
1105,58,21296,136,764,493,1025,357,261,1236,93177,1.367816091954023,442.2329702769797
1106,179,21296,154,830,479,1095,325,265,1180,86125,1.2264150943396226,419.3447269252351
1107,678,21296,156,805,395,1013,239,208,894,49712,1.1490384615384617,316.8359196808342
1108,729,21296,188,826,540,1126,352,300,1304,105600,1.1733333333333331,462.4975675611711
1109,1476,21296,174,813,349,988,175,175,700,30625,1.0,247.48737341529164
1110,1097,5705,151,1516,479,1903,328,387,1430,126936,0.8475452196382429,507.2997141729926
1111,1525,5705,176,1532,501,1870,325,338,1326,109850,0.9615384615384616,468.9019087186573
1112,313,5705,128,1506,501,1903,373,397,1540,148081,0.9395465994962215,544.7366336129782
1113,550,2665,373,572,1007,1209,634,637,2542,403858,0.9952904238618524,898.7352224098041
1114,105,2665,403,640,961,1215,558,575,2266,320850,0.9704347826086956,801.2421606480777
1115,1622,2665,265,628,987,1195,722,567,2578,409374,1.27336860670194,918.0266880652217
1116,1193,31252,30,576,163,677,133,101,468,13433,1.3168316831683171,167.0029939851379
1117,1508,31252,38,573,129,676,91,103,388,9373,0.883495145631068,137.44089638822936
1118,1142,31252,38,614,107,664,69,50,238,3450,1.38,85.21150157109074
1119,963,24763,46,883,66,893,20,10,60,200,2.0,22.360679774997898
1120,134,24763,45,886,65,894,20,8,56,160,2.5,21.540659228538015
1121,592,24763,43,880,67,897,24,17,82,408,1.4117647058823528,29.410882339705484
1122,258,24763,44,882,66,896,22,14,72,308,1.5714285714285714,26.076809620810597
1123,87,24763,44,885,68,894,24,9,66,216,2.6666666666666665,25.632011235952593
1124,1732,24763,53,885,65,893,12,8,40,96,1.5,14.422205101855956
1125,530,24763,44,885,66,896,22,11,66,242,2.0,24.596747752497688
1126,805,24763,56,882,67,892,11,10,42,110,1.1,14.866068747318506
1127,247,24763,56,883,66,893,10,10,40,100,1.0,14.142135623730951
1128,106,16118,66,782,145,905,79,123,404,9717,0.6422764227642277,146.18481453283715
1129,552,16118,51,791,160,895,109,104,426,11336,1.0480769230769231,150.65523555456014
1130,209,16118,183,819,185,820,2,1,6,2,2.0,2.23606797749979
1131,1582,16118,56,778,152,901,96,123,438,11808,0.7804878048780488,156.02884348735012
1132,1629,16118,58,784,167,898,109,114,446,12426,0.9561403508771931,157.7244432546839
1133,98,16118,42,795,179,901,137,106,486,14522,1.2924528301886793,173.21951391226105
1134,1681,16118,46,777,220,999,174,222,792,38628,0.7837837837837838,282.0638225650358
1135,657,16118,63,798,146,896,83,98,362,8134,0.8469387755102041,128.42507543311004
1136,891,19262,78,706,146,764,68,58,252,3944,1.1724137931034482,89.37561188601732
1137,944,19262,89,712,123,760,34,48,164,1632,0.7083333333333334,58.82176467941097
1138,894,19262,74,685,111,746,37,61,196,2257,0.6065573770491803,71.34423592694787
1139,1610,19262,73,712,126,752,53,40,186,2120,1.325,66.40030120413611
1140,1185,19262,84,701,130,762,46,61,214,2806,0.7540983606557377,76.40026177965623
1141,800,19262,77,708,125,756,48,48,192,2304,1.0,67.88225099390856
1142,1053,25065,215,648,543,1114,328,466,1588,152848,0.703862660944206,569.8596318392803
1143,1123,25065,223,577,539,1164,316,587,1806,185492,0.5383304940374787,666.6520831738246
1144,957,25065,77,521,622,1150,545,629,2348,342805,0.8664546899841018,832.2655826117045
1145,1458,28172,304,223,534,489,230,266,992,61180,0.8646616541353384,351.64755082326394
1146,153,28172,347,256,557,516,210,260,940,54600,0.8076923076923077,334.21549934136806
1147,379,28172,44,469,581,693,537,224,1522,120288,2.3973214285714284,581.8461996094844
1148,1585,28172,49,405,578,684,529,279,1616,147591,1.896057347670251,598.0652138354144
1149,917,28172,17,290,568,653,551,363,1828,200013,1.5179063360881542,659.8257345693634
1150,1216,28172,26,356,635,680,609,324,1866,197316,1.879629629629629,689.82389056918
1151,266,28172,31,232,638,690,607,458,2130,278006,1.3253275109170306,760.4031825288477
1152,1743,28172,237,295,541,695,304,400,1408,121600,0.76,502.41019097944263
1153,157,28172,40,329,651,690,611,361,1944,220571,1.6925207756232687,709.6773914956007
1154,755,15980,93,643,496,1159,403,516,1838,207948,0.7810077519379846,654.7251331665831
1155,857,15980,65,599,518,1114,453,515,1936,233295,0.8796116504854369,685.8819140347703
1156,1452,15980,83,612,496,1191,413,579,1984,239127,0.7132987910189983,711.2032058420434
1157,203,15980,134,622,515,1013,381,391,1544,148971,0.9744245524296676,545.9322302264266
1158,651,15980,71,612,450,1213,379,601,1960,227779,0.6306156405990017,710.5223430688159
1159,909,15980,83,589,513,1207,430,618,2096,265740,0.6957928802588996,752.8771480128747
1160,1562,23024,63,554,307,801,244,247,982,60268,0.9878542510121456,347.1959101141602
1161,1500,23024,97,561,330,834,233,273,1012,63609,0.8534798534798534,358.91224554199874
1162,1291,23024,84,551,362,821,278,270,1096,75060,1.0296296296296297,387.5358047974406
1163,761,23024,50,539,300,839,250,300,1100,75000,0.8333333333333334,390.51248379533274
1164,488,23024,84,558,293,794,209,236,890,49324,0.8855932203389829,315.24117751334455
1165,805,23024,51,531,325,794,274,263,1074,72062,1.0418250950570342,379.7959978725421
1166,1219,10006,113,712,502,963,389,251,1280,97639,1.549800796812749,462.9492412781341
1167,458,10006,125,683,676,987,551,304,1710,167504,1.8125,629.2988161438094
1168,1411,10006,39,656,649,912,610,256,1732,156160,2.3828125,661.5406261145267
1169,783,10006,124,726,353,956,229,230,918,52670,0.9956521739130436,324.56278283253613
1170,566,10006,52,663,574,1022,522,359,1762,187398,1.4540389972144847,633.5337402222552
1171,514,10006,91,719,655,941,564,222,1572,125208,2.5405405405405403,606.1188002363893
1172,886,10006,96,745,562,951,466,206,1344,95996,2.2621359223300965,509.5017173670762
1173,1350,22892,35,657,490,955,455,298,1506,135590,1.5268456375838926,543.9016455205849
1174,438,22892,242,704,477,899,235,195,860,45825,1.205128205128205,305.3686296920494
1175,1241,22892,185,667,447,919,262,252,1028,66024,1.0396825396825398,363.52166372858716
1176,488,22892,221,667,488,943,267,276,1086,73692,0.9673913043478259,384.0117185711915
1177,1562,22892,222,674,460,911,238,237,950,56406,1.0042194092827004,335.8764653857129
1178,109,19043,62,633,385,831,323,198,1042,63954,1.6313131313131313,378.85749299703707
1179,1224,19043,110,642,343,823,233,181,828,42173,1.2872928176795577,295.0423698386386
1180,66,19043,75,632,350,807,275,175,900,48125,1.5714285714285714,325.96012026013244
1181,997,19043,65,629,349,784,284,155,878,44020,1.8322580645161293,323.5444328063767
1182,1045,19043,237,682,336,725,99,43,284,4257,2.3023255813953494,107.93516572461452
1183,1473,19043,72,621,362,803,290,182,944,52780,1.5934065934065933,342.3799059524376
1184,1534,29585,50,806,832,1592,782,786,3136,614652,0.9949109414758268,1108.7470405822962
1185,1105,29585,70,772,795,1568,725,796,3042,577100,0.9108040201005024,1076.6805468661537
1186,881,29585,178,788,780,1420,602,632,2468,380464,0.9525316455696202,872.827588931514
1187,699,18713,229,222,570,569,341,347,1376,118327,0.9827089337175792,486.5079649913247
1188,367,18713,213,169,617,611,404,442,1692,178568,0.9140271493212668,598.8154974614469
1189,297,18713,170,165,681,675,511,510,2042,260610,1.0019607843137257,721.9563698728615
1190,321,17919,160,638,504,984,344,346,1380,119024,0.9942196531791908,487.90572859928585
1191,842,17919,34,630,528,999,494,369,1726,182286,1.3387533875338753,616.601167692699
1192,170,17919,34,635,546,1000,512,365,1754,186880,1.4027397260273973,628.7837466092774
1193,1701,17919,35,628,462,1036,427,408,1670,174216,1.0465686274509804,590.5869961318147
1194,1475,17919,307,802,359,837,52,35,174,1820,1.4857142857142858,62.68173577685928
1195,456,17919,147,676,490,967,343,291,1268,99813,1.1786941580756014,449.8110714511149
1196,266,26489,30,573,111,638,81,65,292,5265,1.2461538461538462,103.85566907973777
1197,1029,26489,41,575,104,643,63,68,262,4284,0.9264705882352942,92.69843580125827
1198,1356,26489,35,579,109,634,74,55,258,4070,1.3454545454545457,92.20086767487604
1199,379,26489,49,581,98,632,49,51,200,2499,0.9607843137254902,70.7248188403477
1200,663,26489,34,574,119,637,85,63,296,5355,1.3492063492063493,105.80170130957252
1201,1098,26489,28,580,105,637,77,57,268,4389,1.350877192982456,95.80187889597991
1202,831,26489,32,575,118,638,86,63,298,5418,1.3650793650793651,106.60675400742676
1203,698,27312,103,408,169,458,66,50,232,3300,1.32,82.80096617793781
1204,862,27312,100,385,262,504,162,119,562,19278,1.3613445378151259,201.00995000248122
1205,39,27312,90,389,188,494,98,105,406,10290,0.9333333333333332,143.62799170078233
1206,1570,27312,101,401,191,492,90,91,362,8190,0.989010989010989,127.98828071350908
1207,1198,27312,100,397,168,469,68,72,280,4896,0.9444444444444444,99.03534722511958
1208,1206,27312,68,390,224,528,156,138,588,21528,1.1304347826086956,208.2786594925174
1209,818,27312,98,398,250,518,152,120,544,18240,1.2666666666666666,193.65949499056327
1210,252,27312,102,402,194,520,92,118,420,10856,0.7796610169491526,149.6262009141447
1211,1522,16891,133,902,471,1141,338,239,1154,80782,1.4142259414225942,413.96255869341616
1212,264,16891,151,908,400,1128,249,220,938,54780,1.1318181818181818,332.26645933647893
1213,1521,16891,171,960,370,1120,199,160,718,31840,1.24375,255.34486483969087
1214,1509,16891,205,968,365,1081,160,113,546,18080,1.4159292035398232,195.88006534611938
1215,370,16891,177,906,427,1177,250,271,1042,67750,0.922509225092251,368.70177650778953
1216,369,16891,232,993,325,1072,93,79,344,7347,1.1772151898734178,122.0245876862528
1217,140,23820,50,1247,365,1402,315,155,940,48825,2.032258064516129,351.0697936308392
1218,805,23820,42,1241,154,1368,112,127,478,14224,0.8818897637795275,169.33103672983285
1219,592,23820,48,1194,355,1407,307,213,1040,65391,1.4413145539906105,373.6549210167049
1220,971,23820,48,1222,362,1402,314,180,988,56520,1.7444444444444445,361.93369558525495
1221,1225,28560,54,892,486,1242,432,350,1564,151200,1.2342857142857142,555.989208528367
1222,932,28560,40,874,485,1222,445,348,1586,154860,1.2787356321839078,564.9150378596768
1223,1319,28560,59,910,397,1289,338,379,1434,128102,0.8918205804749341,507.8237883360723
1224,1400,1518,363,404,728,786,365,382,1494,139430,0.9554973821989527,528.3455308791775
1225,379,1518,377,441,631,869,254,428,1364,108712,0.5934579439252337,497.69468552517213
1226,1360,1518,294,388,768,889,474,501,1950,237474,0.9461077844311376,689.6934101468565
1227,831,1518,125,416,844,966,719,550,2538,395450,1.3072727272727274,905.2408519283694
1228,1098,1518,351,449,672,921,321,472,1586,151512,0.6800847457627118,570.8108268069203
1229,382,1518,282,437,757,893,475,456,1862,216600,1.0416666666666667,658.4534911442113
1230,909,16456,261,441,699,738,438,297,1470,130086,1.4747474747474747,529.2003401359451
1231,360,16456,327,504,691,678,364,174,1076,63336,2.0919540229885056,403.45012083279886
1232,1730,16456,332,445,697,785,365,340,1410,124100,1.0735294117647058,498.8236161209692
1233,755,16456,265,499,637,710,372,211,1166,78492,1.7630331753554502,427.6739412215806
1234,651,16456,416,546,713,640,297,94,782,27918,3.1595744680851063,311.52046481732145
1235,1557,16456,310,503,673,694,363,191,1108,69333,1.900523560209424,410.18288603987367
1236,1452,16456,323,458,721,725,398,267,1330,106266,1.4906367041198505,479.26297582851106
1237,1508,16456,297,442,666,712,369,270,1278,99630,1.3666666666666667,457.23188865169936
1238,1344,16456,346,504,729,901,383,397,1560,152051,0.9647355163727959,551.6321237926595
1239,36,16456,332,513,626,691,294,178,944,52332,1.6516853932584268,343.685903115039
1240,55,21605,284,863,506,1149,222,286,1016,63492,0.7762237762237763,362.04972034238614
1241,660,21605,315,873,412,1149,97,276,746,26772,0.35144927536231885,292.5491411711885
1242,985,21605,302,868,400,1163,98,295,786,28910,0.3322033898305085,310.85205484281425
1243,1518,21605,224,854,563,1172,339,318,1314,107802,1.0660377358490567,464.8064113155067
1244,547,21605,169,853,500,1178,331,325,1312,107575,1.0184615384615383,463.88145037282965
1245,1461,21605,145,922,501,1200,356,278,1268,98968,1.2805755395683454,451.68573145495753
1246,1677,21605,331,885,441,1143,110,258,736,28380,0.4263565891472868,280.471032372329
1247,1303,21605,318,952,403,1132,85,180,530,15300,0.4722222222222222,199.06029237394384
1248,1158,21605,292,840,459,1137,167,297,928,49599,0.5622895622895623,340.73156589902266
1249,556,21605,310,844,460,1122,150,278,856,41700,0.5395683453237411,315.88605540605937
1250,1163,21605,329,870,421,1153,92,283,750,26036,0.3250883392226148,297.578561055732
1251,852,29167,43,685,515,993,472,308,1560,145376,1.5324675324675323,563.6026969417375
1252,577,29167,51,687,267,986,216,299,1030,64584,0.7224080267558528,368.8590516715023
1253,10,29167,78,701,473,973,395,272,1334,107440,1.4522058823529411,479.59253538811464
1254,999,29167,51,675,521,998,470,323,1586,151810,1.4551083591331269,570.2885234686036
1255,1011,29167,108,688,489,994,381,306,1374,116586,1.2450980392156863,488.66859935952505
1256,744,29167,53,680,514,982,461,302,1526,139222,1.5264900662251657,551.1125111989384
1257,952,29167,148,686,341,926,193,240,866,46320,0.8041666666666667,307.97564838798536
1258,1183,29167,53,688,493,975,440,287,1454,126280,1.5331010452961673,525.3275168882742
1259,760,7439,226,206,797,761,571,555,2252,316905,1.0288288288288288,796.2826131468651
1260,1340,7439,271,318,522,567,251,249,1000,62499,1.0080321285140563,353.5562190090849
1261,1389,7439,202,254,857,829,655,575,2460,376625,1.1391304347826088,871.5790268243035
1262,1391,7439,257,206,634,632,377,426,1606,160602,0.8849765258215962,568.8629008821018
1263,362,7439,833,262,836,265,3,3,12,9,1.0,4.242640687119285
1264,486,7439,165,284,655,748,490,464,1908,227360,1.0560344827586208,674.8303490507818
1265,1620,7439,131,236,142,267,11,31,84,341,0.3548387096774194,32.89376840679705
1266,1617,7439,165,186,801,588,636,402,2076,255672,1.582089552238806,752.3961722390671
1267,492,7439,150,224,693,814,543,590,2266,320370,0.9203389830508476,801.8410066839934
1268,819,5602,47,543,760,1380,713,837,3100,596781,0.8518518518518519,1099.5171667600284
1269,701,5602,56,540,786,1229,730,689,2838,502970,1.0595065312046443,1003.8032675778655
1270,137,5602,59,524,746,1348,687,824,3022,566088,0.8337378640776699,1072.8210475191097
1271,1137,5602,115,544,416,752,301,208,1018,62608,1.4471153846153846,365.8756619399547
1272,1133,7266,122,394,295,547,173,153,652,26469,1.130718954248366,230.9502110845539
1273,75,7266,129,363,353,534,224,171,790,38304,1.3099415204678362,281.81021982887705
1274,1427,7266,104,383,302,573,198,190,776,37620,1.0421052631578946,274.4157429886267
1275,742,7266,74,380,326,581,252,201,906,50652,1.2537313432835822,322.34298503302347
1276,1433,7266,134,392,264,558,130,166,592,21580,0.7831325301204819,210.8459153030952
1277,185,7266,144,414,277,525,133,111,488,14763,1.1981981981981982,173.23394586512194
1278,947,7266,101,399,289,545,188,146,668,27448,1.2876712328767124,238.03361107205006
1279,1014,7266,136,394,291,573,155,179,668,27745,0.8659217877094972,236.78260071213003
1280,1420,7266,151,358,355,534,204,176,760,35904,1.1590909090909092,269.4290259047826
1281,1126,7266,128,411,322,560,194,149,686,28906,1.3020134228187918,244.6160256401857
1282,1008,7266,28,336,395,601,367,265,1264,97255,1.3849056603773584,452.6742758319717
1283,1097,32303,22,136,689,762,667,626,2586,417542,1.0654952076677315,914.7485993430107
1284,872,32303,131,202,628,722,497,520,2034,258440,0.9557692307692308,719.3114763438715
1285,379,32303,141,277,559,626,418,349,1534,145882,1.1977077363896849,544.5410911951457
1286,656,32303,89,206,670,722,581,516,2194,299796,1.125968992248062,777.0566259932413
1287,1468,32303,110,269,667,692,557,423,1960,235611,1.3167848699763594,699.412610695575
1288,107,32303,73,247,661,739,588,492,2160,289296,1.195121951219512,766.6863765582378
1289,161,32303,78,151,762,735,684,584,2536,399456,1.1712328767123288,899.3953524451858
1290,1592,17403,182,241,719,701,537,460,1994,247020,1.167391304347826,707.0848605365554
1291,370,17403,180,206,769,699,589,493,2164,290377,1.1947261663286004,768.0950462019658
1292,369,17403,193,266,764,654,571,388,1918,221548,1.4716494845360826,690.3513598161446
1293,161,18232,90,495,229,592,139,97,472,13483,1.4329896907216495,169.49926253526885
1294,1304,18232,77,516,200,566,123,50,346,6150,2.46,132.7742444904131
1295,1397,18232,99,490,218,580,119,90,418,10710,1.3222222222222222,149.20120642943877
1296,374,18232,106,501,173,559,67,58,250,3886,1.1551724137931034,88.61715409558128
1297,1389,13017,38,650,641,1185,603,535,2276,322605,1.1271028037383175,806.1228194264197
1298,963,13017,84,678,491,1257,407,579,1972,235653,0.7029360967184801,707.7358264211301
1299,1668,13017,58,667,510,1203,452,536,1976,242272,0.8432835820895522,701.1419257183242
1300,420,5014,78,326,398,569,320,243,1126,77760,1.316872427983539,401.807167681215
1301,1428,5014,86,350,405,571,319,221,1080,70499,1.4434389140271493,388.07473507045006
1302,577,5014,203,315,399,562,196,247,886,48412,0.7935222672064778,315.3173005085512
1303,1435,5014,233,320,403,542,170,222,784,37740,0.7657657657657657,279.6140196771256
1304,11,5014,229,332,323,567,94,235,658,22090,0.4,253.10274593532168
1305,1489,5014,38,310,392,546,354,236,1180,83544,1.5,425.4550505047507
1306,1540,5014,227,341,376,551,149,210,718,31290,0.7095238095238096,257.489805623446
1307,475,5014,225,422,378,498,153,76,458,11628,2.013157894736842,170.83617883809038
1308,1049,5014,41,298,399,565,358,267,1250,95586,1.3408239700374531,446.60161217801266
1309,1006,5014,220,364,347,563,127,199,652,25273,0.6381909547738693,236.07202290826416
1310,478,5014,85,339,392,558,307,219,1052,67233,1.4018264840182648,377.107411754264
1311,1182,13145,163,738,304,851,141,113,508,15933,1.247787610619469,180.6931099959265
1312,804,13145,115,692,290,854,175,162,674,28350,1.0802469135802468,238.47222060441337
