userId,itemId,Xmin,Ymin,Xmax,Ymax,Xmin_true,Ymin_true,Xmax_true,Ymax_true,acc,se_Xmin,se_Ymin,se_Xmax,se_Ymax,Y_xmin,Y_ymin,Y_xmax,Y_ymax,L,H,P,S,L/H,D
369,17403,193,266,764,654,198,222,775,516,0.9054717519338222,25,1936,121,19044,1,0,1,1,571.0,388.0,1918.0,221548.0,1.4716494845360826,690.3513598161445
161,18232,90,495,229,592,27,462,236,590,0.9724715916359096,3969,1089,49,4,1,1,1,1,139.0,97.0,472.0,13483.0,1.4329896907216495,169.49926253526885
1304,18232,77,516,200,566,27,462,236,590,0.9607460301002759,2500,2916,1296,576,1,0,1,0,123.0,50.0,346.0,6150.0,2.46,132.77424449041308
1397,18232,99,490,218,580,27,462,236,590,0.9655719846872892,5184,784,324,100,0,1,1,1,119.0,90.0,418.0,10710.0,1.3222222222222222,149.20120642943874
374,18232,106,501,173,559,27,462,236,590,0.931639491497352,6241,1521,3969,961,0,1,0,0,67.0,58.0,250.0,3886.0,1.1551724137931034,88.61715409558128
1389,13017,38,650,641,1185,45,745,806,1218,0.9473824203692576,49,9025,27225,1089,1,0,1,0,603.0,535.0,2276.0,322605.0,1.1271028037383175,806.1228194264197
963,13017,84,678,491,1257,45,745,806,1218,0.8497581488429564,1521,4489,99225,1521,0,1,0,0,407.0,579.0,1972.0,235653.0,0.7029360967184801,707.7358264211299
1668,13017,58,667,510,1203,45,745,806,1218,0.8675778715690842,169,6084,87616,225,1,1,0,1,452.0,536.0,1976.0,242272.0,0.8432835820895522,701.1419257183243
420,5014,78,326,398,569,10,305,231,571,0.7947881367145119,4624,441,27889,4,1,1,0,1,320.0,243.0,1126.0,77760.0,1.316872427983539,401.807167681215
1428,5014,86,350,405,571,10,305,231,571,0.7629148577486033,5776,2025,30276,0,1,1,0,1,319.0,221.0,1080.0,70499.0,1.4434389140271493,388.07473507045006
577,5014,203,315,399,562,10,305,231,571,0.5912076074960423,37249,100,28224,81,0,1,0,1,196.0,247.0,886.0,48412.0,0.7935222672064778,315.31730050855117
1435,5014,233,320,403,542,10,305,231,571,0.4995228970500562,49729,225,29584,841,0,1,0,0,170.0,222.0,784.0,37740.0,0.7657657657657657,279.6140196771256
11,5014,229,332,323,567,10,305,231,571,0.6440329442311015,47961,729,8464,16,0,1,1,1,94.0,235.0,658.0,22090.0,0.4,253.1027459353217
1489,5014,38,310,392,546,10,305,231,571,0.8296750251782715,784,25,25921,625,1,1,0,1,354.0,236.0,1180.0,83544.0,1.5,425.4550505047506
1540,5014,227,341,376,551,10,305,231,571,0.5653304151963127,47089,1296,21025,400,0,1,1,1,149.0,210.0,718.0,31290.0,0.7095238095238096,257.489805623446
475,5014,225,422,378,498,10,305,231,571,0.4592189832492502,46225,13689,21609,5329,0,0,1,0,153.0,76.0,458.0,11628.0,2.013157894736842,170.83617883809038
1049,5014,41,298,399,565,10,305,231,571,0.8177513429708648,961,49,28224,36,1,1,0,1,358.0,267.0,1250.0,95586.0,1.3408239700374531,446.60161217801283
1006,5014,220,364,347,563,10,305,231,571,0.6195567067599184,44100,3481,13456,64,0,0,1,1,127.0,199.0,652.0,25273.0,0.6381909547738693,236.07202290826416
478,5014,85,339,392,558,10,305,231,571,0.7953298392482165,5625,1156,25921,169,1,1,0,1,307.0,219.0,1052.0,67233.0,1.4018264840182648,377.107411754264
1182,13145,163,738,304,851,98,695,331,794,0.9678793398200962,4225,1849,729,3249,0,0,1,1,141.0,113.0,508.0,15933.0,1.247787610619469,180.6931099959265
804,13145,115,692,290,854,98,695,331,794,0.9821725862371984,289,9,1681,3600,1,1,0,0,175.0,162.0,674.0,28350.0,1.0802469135802468,238.47222060441337
1003,13145,127,700,306,853,98,695,331,794,0.9841122241927496,841,25,625,3481,1,1,1,0,179.0,153.0,664.0,27387.0,1.169934640522876,235.4782367863324
217,22408,230,302,815,908,13,425,761,991,0.8673538734112871,47089,15129,2916,6889,1,0,0,1,585.0,606.0,2382.0,354510.0,0.9653465346534652,842.2950789361172
65,22408,147,362,742,965,13,425,761,991,0.957710448624328,17956,3969,361,676,1,1,1,1,595.0,603.0,2396.0,358785.0,0.9867330016583749,847.1328113111897
1595,22408,517,377,737,732,13,425,761,991,0.4033254078026267,254016,2304,576,67081,0,1,1,0,220.0,355.0,1150.0,78100.0,0.6197183098591549,417.6421913552317
110,22408,317,397,804,957,13,425,761,991,0.8228174248716782,92416,784,1849,1156,1,1,0,1,487.0,560.0,2094.0,272720.0,0.8696428571428572,742.1381273051534
1222,22408,326,407,744,880,13,425,761,991,0.7957478392031987,97969,324,289,12321,1,1,1,1,418.0,473.0,1782.0,197714.0,0.8837209302325582,631.2313363577573
463,29854,103,1035,369,1263,123,966,371,1221,0.9911146931033079,400,4761,4,1764,0,1,1,0,266.0,228.0,988.0,60648.0,1.1666666666666667,350.34268937712966
1534,29854,121,1054,336,1248,123,966,371,1221,0.9875587750740792,4,7744,1225,729,1,0,0,1,215.0,194.0,818.0,41710.0,1.1082474226804124,289.5876378576958
1225,29854,119,1026,323,1245,123,966,371,1221,0.9916699446383443,16,3600,2304,576,1,1,0,1,204.0,219.0,846.0,44676.0,0.9315068493150684,299.29416967258146
1709,32101,51,829,233,1060,92,830,264,991,0.9868795229561832,1681,1,961,4761,0,1,1,1,182.0,231.0,826.0,42042.0,0.7878787878787878,294.0833215264001
1548,32101,77,849,233,1087,92,830,264,991,0.9809271077225012,225,361,961,9216,1,0,1,0,156.0,238.0,788.0,37128.0,0.6554621848739496,284.56985082752533
128,32101,46,831,227,1079,92,830,264,991,0.9800995465691432,2116,1,1369,7744,0,1,1,0,181.0,248.0,858.0,44888.0,0.7298387096774194,307.0260575260673
465,32101,48,843,208,1063,92,830,264,991,0.9815260706129402,1936,169,3136,5184,0,1,0,1,160.0,220.0,760.0,35200.0,0.7272727272727273,272.02941017470886
947,32101,49,838,210,1074,92,830,264,991,0.9792347717450774,1849,64,2916,6889,0,1,0,0,161.0,236.0,794.0,37996.0,0.6822033898305084,285.68689154387187
957,32101,51,829,234,1075,92,830,264,991,0.9829206972247021,1681,1,900,7056,0,1,1,0,183.0,246.0,858.0,45018.0,0.7439024390243902,306.6023483276017
191,32101,53,858,230,1060,92,830,264,991,0.9854299618781384,1521,784,1156,4761,1,0,1,1,177.0,202.0,758.0,35754.0,0.8762376237623762,268.5758738233946
79,25583,161,656,618,1005,176,688,542,942,0.9642089773807508,225,1024,5776,3969,1,1,1,1,457.0,349.0,1612.0,159493.0,1.3094555873925502,575.0217387195028
1482,25583,137,602,616,991,176,688,542,942,0.9453270480382326,1521,7396,5476,2401,0,0,1,1,479.0,389.0,1736.0,186331.0,1.231362467866324,617.0591543766286
941,25583,189,673,335,843,176,688,542,942,0.827314989647494,169,225,42849,9801,1,1,0,0,146.0,170.0,632.0,24820.0,0.8588235294117647,224.0892679268688
15,25583,196,688,644,1017,176,688,542,942,0.9465153073847876,400,0,10404,5625,1,1,1,1,448.0,329.0,1554.0,147392.0,1.3617021276595744,555.8282108709489
955,25583,165,667,311,826,176,688,542,942,0.7806473246259424,121,441,53361,13456,1,1,0,0,146.0,159.0,610.0,23214.0,0.9182389937106918,215.8633827215723
409,25583,201,697,319,795,176,688,542,942,0.7654603935254516,625,81,49729,21609,0,1,0,0,118.0,98.0,432.0,11564.0,1.2040816326530612,153.3883959105121
1124,25583,203,673,310,857,176,688,542,942,0.7981489198234214,729,225,53824,7225,0,1,0,1,107.0,184.0,582.0,19688.0,0.5815217391304348,212.84971223847117
161,13862,82,1029,135,1097,75,1037,167,1101,0.9987259443260876,49,64,1024,16,0,1,1,1,53.0,68.0,242.0,3604.0,0.7794117647058824,86.21484790916237
1466,13862,83,1047,131,1095,75,1037,167,1101,0.9983469321004572,64,100,1296,36,0,0,0,0,48.0,48.0,192.0,2304.0,1.0,67.88225099390856
1308,13862,78,1031,128,1100,75,1037,167,1101,0.9982684776747436,9,36,1521,1,1,1,0,1,50.0,69.0,238.0,3450.0,0.7246376811594203,85.21150157109074
1389,14045,52,1006,83,1035,48,1003,87,1038,0.9999450296949588,16,9,16,9,1,0,1,1,31.0,29.0,120.0,899.0,1.0689655172413792,42.44997055358225
1508,14045,51,1007,83,1035,48,1003,87,1038,0.9999450296949588,9,16,16,9,1,0,1,1,32.0,28.0,120.0,896.0,1.1428571428571428,42.5205832509386
909,14045,54,1007,76,1033,48,1003,87,1038,0.9997823175920368,36,16,121,25,0,0,0,0,22.0,26.0,96.0,572.0,0.8461538461538461,34.058772731852805
1733,14045,51,1004,99,1034,48,1003,87,1038,0.99981310096286,9,1,144,16,1,1,0,1,48.0,30.0,156.0,1440.0,1.6,56.60388679233962
1383,14045,54,1005,98,1034,48,1003,87,1038,0.999805405120154,36,4,121,16,0,1,0,1,44.0,29.0,146.0,1276.0,1.5172413793103448,52.69724850502159
1241,14045,53,1006,75,1033,48,1003,87,1038,0.9997768205615326,25,9,144,25,0,0,0,0,22.0,27.0,98.0,594.0,0.8148148148148148,34.828149534536
1207,14045,52,1006,94,1034,48,1003,87,1038,0.9999010534509258,16,9,49,16,1,0,1,1,42.0,28.0,140.0,1176.0,1.5,50.47771785649585
903,14045,51,1005,97,1032,48,1003,87,1038,0.9998361884909772,9,4,100,36,1,1,0,0,46.0,27.0,146.0,1242.0,1.7037037037037035,53.33854141237835
1439,14045,52,1002,100,1033,48,1003,87,1038,0.999768025312726,16,1,169,25,1,1,0,0,48.0,31.0,158.0,1488.0,1.5483870967741935,57.14017850864661
592,24142,227,725,896,1199,258,704,924,1249,0.9909693713104096,961,441,784,2500,1,1,1,1,669.0,474.0,2286.0,317106.0,1.4113924050632911,819.9006037319404
971,24142,218,774,908,1121,258,704,924,1249,0.9554057302865722,1600,4900,256,16384,1,0,1,0,690.0,347.0,2074.0,239430.0,1.9884726224783864,772.3399510578228
140,24142,361,765,842,1125,258,704,924,1249,0.929793896038886,10609,3721,6724,15376,0,0,0,0,481.0,360.0,1682.0,173160.0,1.3361111111111108,600.800299600458
1047,9427,79,485,260,579,19,397,311,616,0.9164241498951482,3600,7744,2601,1369,1,0,0,1,181.0,94.0,550.0,17014.0,1.925531914893617,203.9534260560484
841,9427,86,468,273,579,19,397,311,616,0.9326383232438172,4489,5041,1444,1369,0,1,1,1,187.0,111.0,596.0,20757.0,1.6846846846846846,217.46264046957583
886,9427,91,493,252,562,19,397,311,616,0.8865007865593181,5184,9216,3481,2916,0,0,0,0,161.0,69.0,460.0,11109.0,2.333333333333333,175.16278143486988
931,9427,115,460,256,583,19,397,311,616,0.9055910519156436,9216,3969,3025,1089,0,1,0,1,141.0,123.0,528.0,17343.0,1.146341463414634,187.1095935541521
1319,9427,30,412,261,581,19,397,311,616,0.9777825985518576,121,225,2500,1225,1,1,1,1,231.0,169.0,800.0,39039.0,1.366863905325444,286.22019495486336
1597,9427,79,480,261,587,19,397,311,616,0.9245230503493468,3600,6889,2500,841,1,0,1,1,182.0,107.0,578.0,19474.0,1.7009345794392523,211.12318678913502
889,19745,123,357,369,557,123,400,311,597,0.9414281876309708,0,1849,3364,1600,1,1,0,1,246.0,200.0,892.0,49200.0,1.23,317.0425838905556
891,19745,80,335,373,570,123,400,311,597,0.9084670356240933,1849,4225,3844,729,0,0,0,1,293.0,235.0,1056.0,68855.0,1.2468085106382978,375.598189559002
1718,19745,136,351,349,523,123,400,311,597,0.9184138412766644,169,2401,1444,5476,1,1,1,0,213.0,172.0,770.0,36636.0,1.2383720930232558,273.77545543748073
279,1467,23,448,78,518,20,457,78,502,0.9981598167262554,9,81,0,256,1,0,1,0,55.0,70.0,250.0,3850.0,0.7857142857142857,89.02246907382427
1601,1467,54,465,67,484,20,457,78,502,0.9911447828012004,1156,64,121,324,0,0,0,0,13.0,19.0,64.0,247.0,0.6842105263157895,23.021728866442675
119,1467,46,457,71,503,20,457,78,502,0.9961388061943972,676,0,49,1,0,1,0,1,25.0,46.0,142.0,1150.0,0.5434782608695652,52.3545604508337
1602,1467,26,446,79,517,20,457,78,502,0.9979630341218376,36,121,1,225,1,0,1,0,53.0,71.0,248.0,3763.0,0.7464788732394366,88.60022573334675
935,1467,23,449,77,516,20,457,78,502,0.9985640188326272,9,64,1,196,1,0,1,0,54.0,67.0,242.0,3618.0,0.8059701492537313,86.05230967266363
1607,1467,26,453,76,512,20,457,78,502,0.9991703219921846,36,16,4,100,1,1,1,1,50.0,59.0,218.0,2950.0,0.8474576271186439,77.33692520394123
1413,1467,34,457,73,518,20,457,78,502,0.9974630999376412,196,0,25,256,1,1,1,0,39.0,61.0,200.0,2379.0,0.639344262295082,72.4016574395918
3,12433,32,575,152,667,64,591,160,658,0.9947126020954792,1024,256,64,81,0,0,1,0,120.0,92.0,424.0,11040.0,1.3043478260869563,151.2084653714864
504,12433,31,575,114,653,64,591,160,658,0.9870653550209408,1089,256,2116,25,0,0,0,1,83.0,78.0,322.0,6474.0,1.064102564102564,113.89907813498756
1219,12433,42,577,137,660,64,591,160,658,0.9954992184854852,484,196,529,4,1,1,0,1,95.0,83.0,356.0,7885.0,1.144578313253012,126.15070352558485
993,12433,37,580,151,653,64,591,160,658,0.9964528053356341,729,121,81,25,1,1,1,1,114.0,73.0,374.0,8322.0,1.5616438356164384,135.36986370680884
325,12433,36,576,156,666,64,591,160,658,0.9959593148645453,784,225,16,64,1,0,1,0,120.0,90.0,420.0,10800.0,1.3333333333333333,150.0
1314,12433,33,574,149,666,64,591,160,658,0.9946754975487808,961,289,121,64,0,0,1,0,116.0,92.0,416.0,10672.0,1.2608695652173914,148.05404418657398
509,33872,56,910,73,932,56,914,74,933,0.9999755887435628,0,16,1,1,1,1,1,1,17.0,22.0,78.0,374.0,0.7727272727272727,27.802877548915692
1271,33872,53,909,80,928,56,914,74,933,0.9998711628132482,9,25,36,25,1,1,0,0,27.0,19.0,92.0,513.0,1.4210526315789471,33.015148038438355
1222,33872,62,908,73,930,56,914,74,933,0.9998887931651196,36,36,1,9,0,0,1,1,11.0,22.0,66.0,242.0,0.5,24.59674775249769
821,10326,19,553,368,841,49,562,230,704,0.8563210462038168,900,81,19044,18769,0,1,0,1,349.0,288.0,1274.0,100512.0,1.2118055555555556,452.48756889001936
376,10326,66,560,212,721,49,562,230,704,0.9966445034763276,289,4,324,289,1,1,1,1,146.0,161.0,614.0,23506.0,0.906832298136646,217.3407462948446
547,10326,39,472,362,833,49,562,230,704,0.843465716806834,100,8100,17424,16641,1,0,0,1,323.0,361.0,1368.0,116603.0,0.8947368421052632,484.4068537913145
659,10326,15,420,377,823,49,562,230,704,0.7885592753460818,1156,20164,21609,14161,0,0,0,1,362.0,403.0,1530.0,145886.0,0.8982630272952854,541.7130236573605
1297,10326,86,508,102,520,49,562,230,704,0.7980591082193924,1369,2916,16384,33856,0,1,0,0,16.0,12.0,56.0,192.0,1.3333333333333333,20.0
917,10326,30,501,290,846,49,562,230,704,0.8968684810174636,361,3721,3600,20164,1,1,1,0,260.0,345.0,1210.0,89700.0,0.7536231884057971,432.001157405857
1300,10326,29,525,174,731,49,562,230,704,0.9791337004256406,400,1369,3136,729,1,1,1,1,145.0,206.0,702.0,29870.0,0.7038834951456311,251.91466809219344
261,10326,25,565,197,716,49,562,230,704,0.9932667851213728,576,9,1089,144,0,1,1,1,172.0,151.0,646.0,25972.0,1.1390728476821192,228.87769659798656
831,10326,34,504,377,839,49,562,230,704,0.8391769033692926,225,3364,21609,18225,1,1,0,1,343.0,335.0,1356.0,114905.0,1.0238805970149254,479.4517702543187
1460,10326,41,382,142,447,49,562,230,704,0.6064624789008342,64,32400,7744,66049,1,0,1,0,101.0,65.0,332.0,6565.0,1.553846153846154,120.10828447696687
903,678,64,586,193,712,38,591,189,713,0.9976750568081088,676,25,16,1,0,0,1,1,129.0,126.0,510.0,16254.0,1.0238095238095235,180.3247071257846
141,678,32,586,210,739,38,591,189,713,0.9961855388857273,36,25,441,676,1,0,0,0,178.0,153.0,662.0,27234.0,1.1633986928104576,234.71898091121648
366,678,63,593,213,738,38,591,189,713,0.9940743091348734,625,4,576,625,0,1,0,0,150.0,145.0,590.0,21750.0,1.0344827586206895,208.62646045025062
1268,26888,83,267,699,882,129,295,753,706,0.8698497906266167,2116,784,2916,30976,0,1,1,0,616.0,615.0,2462.0,378840.0,1.001626016260163,870.4487348488707
119,26888,144,379,586,822,129,295,753,706,0.8279874950807204,225,7056,27889,13456,1,0,1,1,442.0,443.0,1770.0,195806.0,0.9977426636568848,625.7899008453237
452,26888,146,318,473,791,129,295,753,706,0.6942113897351769,289,529,78400,7225,1,1,0,1,327.0,473.0,1600.0,154671.0,0.6913319238900634,575.0286949361745
1216,26931,126,370,295,600,16,283,441,564,0.7480544399289707,12100,7569,21316,1296,0,0,0,0,169.0,230.0,798.0,38870.0,0.7347826086956522,285.41373477812874
917,26931,127,334,433,584,16,283,441,564,0.9083173437891048,12321,2601,64,400,0,1,1,1,306.0,250.0,1112.0,76500.0,1.224,395.1404813480897
379,26931,130,391,291,591,16,283,441,564,0.7146372856308622,12996,11664,22500,729,0,0,0,1,161.0,200.0,722.0,32200.0,0.805,256.7508519946915
157,26931,106,380,286,590,16,283,441,564,0.7484775173104197,8100,9409,24025,676,1,0,0,1,180.0,210.0,780.0,37800.0,0.8571428571428571,276.5863337187866
314,26931,152,356,313,496,16,283,441,564,0.7328474895422422,18496,5329,16384,4624,0,1,0,0,161.0,140.0,602.0,22540.0,1.15,213.35650915779442
1585,26931,120,368,303,584,16,283,441,564,0.7766330191040294,10816,7225,19044,400,0,0,0,1,183.0,216.0,798.0,39528.0,0.8472222222222222,283.0989226401258
375,26931,108,344,423,586,16,283,441,564,0.922576839194842,8464,3721,324,484,1,1,1,1,315.0,242.0,1114.0,76230.0,1.3016528925619837,397.22663556211836
266,26931,79,325,438,597,16,283,441,564,0.9592951888355242,3969,1764,9,1089,1,1,1,1,359.0,272.0,1262.0,97648.0,1.3198529411764706,450.40537296972826
831,26931,38,314,429,593,16,283,441,564,0.9855200276490008,484,961,144,841,1,1,1,1,391.0,279.0,1340.0,109089.0,1.4014336917562724,480.33529955646605
1470,10273,48,580,258,705,114,550,247,693,0.9741465698899556,4356,900,121,144,1,0,1,1,210.0,125.0,670.0,26250.0,1.68,244.38698819699874
387,10273,37,585,253,718,114,550,247,693,0.9634043549520018,5929,1225,36,625,0,0,1,1,216.0,133.0,698.0,28728.0,1.6240601503759398,253.6631624812716
392,10273,91,600,270,732,114,550,247,693,0.9762163427768672,529,2500,529,1521,1,0,1,1,179.0,132.0,622.0,23628.0,1.356060606060606,222.4072840533781
1324,10273,27,540,370,772,114,550,247,693,0.8640177944275346,7569,100,15129,6241,0,1,0,0,343.0,232.0,1150.0,79576.0,1.4784482758620692,414.0929847268607
1696,10273,27,565,301,746,114,550,247,693,0.9366939826738468,7569,225,2916,2809,0,1,0,0,274.0,181.0,910.0,49594.0,1.5138121546961325,328.3854442572021
3,10273,27,548,294,739,114,550,247,693,0.9442847108405524,7569,4,2209,2116,0,1,1,0,267.0,191.0,916.0,50997.0,1.3979057591623036,328.2834141408913
283,10273,49,578,256,704,114,550,247,693,0.9755982205572464,4225,784,81,121,1,0,1,1,207.0,126.0,666.0,26082.0,1.6428571428571428,242.3324163210527
1599,10273,144,565,257,722,114,550,247,693,0.9903254507141184,900,225,100,841,1,1,1,1,113.0,157.0,540.0,17741.0,0.7197452229299363,193.4373283521048
1326,10273,174,575,275,646,114,550,247,693,0.9661999531725592,3600,625,784,2209,1,1,1,0,101.0,71.0,344.0,7171.0,1.4225352112676055,123.45849504995596
786,10273,156,579,282,624,114,550,247,693,0.9597705455396862,1764,841,1225,4761,1,0,1,0,126.0,45.0,342.0,5670.0,2.8,133.79461872586654
782,10273,35,555,301,747,114,550,247,693,0.9433481620229456,6241,25,2916,2916,0,1,0,0,266.0,192.0,916.0,51072.0,1.3854166666666667,328.05487345869443
1600,10273,64,568,275,696,114,550,247,693,0.9830625146335752,2500,324,784,9,1,1,1,1,211.0,128.0,678.0,27008.0,1.6484375,246.7893838883674
1219,10273,34,573,250,733,114,550,247,693,0.9600187309763522,6400,529,9,1600,0,1,1,1,216.0,160.0,752.0,34560.0,1.35,268.80476186258306
886,10273,44,598,255,693,114,550,247,693,0.9659658159681572,4900,2304,64,0,0,0,1,1,211.0,95.0,612.0,20045.0,2.2210526315789467,231.40008643040738
780,10273,36,550,331,742,114,550,247,693,0.9272254741278392,6084,0,7056,2401,0,1,0,0,295.0,192.0,974.0,56640.0,1.5364583333333333,351.97869253692045
804,13194,38,643,111,697,51,636,128,699,0.9984927720900324,169,49,289,4,0,1,1,1,73.0,54.0,254.0,3942.0,1.351851851851852,90.80198235721508
334,13194,37,637,106,698,51,636,128,699,0.997988396409789,196,1,484,1,0,1,0,1,69.0,61.0,260.0,4209.0,1.1311475409836065,92.097774131626
1182,13194,62,651,103,689,51,636,128,699,0.9968410154763696,121,225,625,100,1,0,0,0,41.0,38.0,158.0,1558.0,1.0789473684210529,55.90169943749475
571,13194,36,650,102,696,51,636,128,699,0.9967377806880156,225,196,676,9,0,0,0,1,66.0,46.0,224.0,3036.0,1.4347826086956519,80.44874144447506
1715,13194,43,641,117,698,51,636,128,699,0.9993776417044948,64,25,121,1,1,1,1,1,74.0,57.0,262.0,4218.0,1.2982456140350878,93.40770846134704
478,13194,37,640,114,699,51,636,128,699,0.9987965773243312,196,16,196,0,0,1,1,1,77.0,59.0,272.0,4543.0,1.305084745762712,97.0051545022222
1724,4557,58,922,115,958,46,928,109,962,0.9996927635554008,144,36,36,16,0,1,1,1,57.0,36.0,186.0,2052.0,1.5833333333333333,67.41661516273271
692,4557,47,917,112,958,46,928,109,962,0.999805328632086,1,121,9,16,1,0,1,1,65.0,41.0,212.0,2665.0,1.5853658536585369,76.8505042273634
1389,4557,53,922,115,959,46,928,109,962,0.9998278416474228,49,36,36,9,1,1,1,1,62.0,37.0,198.0,2294.0,1.6756756756756757,72.2011080247388
197,4557,61,925,83,943,46,928,109,962,0.9983168210298048,225,9,676,361,0,1,0,0,22.0,18.0,80.0,396.0,1.2222222222222223,28.42534080710379
1508,4557,62,920,76,942,46,928,109,962,0.9976043503091401,256,64,1089,400,0,0,0,0,14.0,22.0,72.0,308.0,0.6363636363636364,26.0768096208106
903,64,30,436,173,564,21,416,223,565,0.982175172861073,81,400,2500,1,0,0,0,1,143.0,128.0,542.0,18304.0,1.1171875,191.91925385432282
366,64,22,417,244,562,21,416,223,565,0.9972981818018796,1,1,441,9,1,1,1,1,222.0,145.0,734.0,32190.0,1.5310344827586206,265.15844319953305
1565,64,26,425,235,559,21,416,223,565,0.9982904424675608,25,81,144,36,1,1,1,0,209.0,134.0,686.0,28006.0,1.5597014925373134,248.2680003544557
1508,4549,86,1041,280,1188,98,1051,242,1169,0.9977256834604242,144,100,1444,361,1,1,1,1,194.0,147.0,682.0,28518.0,1.3197278911564625,243.40295807569802
197,4549,122,1026,264,1175,98,1051,242,1169,0.99808975170102,576,625,484,36,1,1,1,1,142.0,149.0,582.0,21158.0,0.953020134228188,205.8275977608445
1389,4549,85,1054,132,1107,98,1051,242,1169,0.9821051580033964,169,9,12100,3844,1,1,0,0,47.0,53.0,200.0,2491.0,0.8867924528301887,70.83784299369934
692,4549,264,1145,281,1168,98,1051,242,1169,0.957916819286737,27556,8836,1521,1,0,0,1,1,17.0,23.0,80.0,391.0,0.7391304347826086,28.600699292150182
1363,2247,42,319,578,730,39,294,618,695,0.987448154236384,9,625,1600,1225,1,0,0,1,536.0,411.0,1894.0,220296.0,1.3041362530413625,675.438376167656
565,2247,69,322,614,733,39,294,618,695,0.9885912104420906,900,784,16,1444,0,0,1,1,545.0,411.0,1912.0,223995.0,1.326034063260341,682.6023732745148
1103,2247,19,298,612,740,39,294,618,695,0.9910115865983008,400,16,36,2025,1,1,1,0,593.0,442.0,2070.0,262106.0,1.341628959276018,739.6032720317021
265,7994,45,637,892,1490,17,622,677,1500,0.9574731500631604,784,225,46225,100,1,1,0,1,847.0,853.0,3400.0,722491.0,0.9929660023446658,1202.0890150067924
161,7994,56,649,874,1458,17,622,677,1500,0.9615260215733874,1521,729,38809,1764,1,1,0,1,818.0,809.0,3254.0,661762.0,1.011124845488257,1150.4803344690424
1084,7994,98,672,814,1362,17,622,677,1500,0.9578864333472892,6561,2500,18769,19044,1,1,1,0,716.0,690.0,2812.0,494040.0,1.03768115942029,994.3621070817212
1361,7994,56,660,815,1464,17,622,677,1500,0.979061811007351,1521,1444,19044,1296,1,1,1,1,759.0,804.0,3126.0,610236.0,0.9440298507462688,1105.6658627270717
866,7994,66,673,745,1303,17,622,677,1500,0.9564839655070178,2401,2601,4624,38809,1,1,1,0,679.0,630.0,2618.0,427770.0,1.0777777777777775,926.2510458833501
102,7994,262,751,759,1298,17,622,677,1500,0.8884189039367928,60025,16641,6724,40804,0,0,1,0,497.0,547.0,2088.0,271859.0,0.9085923217550276,739.0656263147407
823,2636,66,758,517,1092,41,780,360,1103,0.9603159512118824,625,484,24649,121,0,0,0,1,451.0,334.0,1570.0,150634.0,1.3502994011976048,561.2102992640101
1097,2636,45,771,539,1087,41,780,360,1103,0.9503255505837828,16,81,32041,256,1,1,0,1,494.0,316.0,1620.0,156104.0,1.5632911392405062,586.4230554812798
105,2636,54,758,485,1082,41,780,360,1103,0.9743623164848508,169,484,15625,441,1,0,1,0,431.0,324.0,1510.0,139644.0,1.3302469135802468,539.2003338277898
1371,21793,41,654,710,1359,106,714,624,1087,0.8181296436651959,4225,3600,7396,73984,1,0,0,0,669.0,705.0,2748.0,471645.0,0.9489361702127659,971.898142811272
58,21793,336,667,662,1212,106,714,624,1087,0.8528441390108907,52900,2209,1444,15625,0,0,1,1,326.0,545.0,1742.0,177670.0,0.5981651376146789,635.0598397001655
1595,21793,292,641,676,1260,106,714,624,1087,0.8520693984088255,34596,5329,2704,29929,0,0,1,1,384.0,619.0,2006.0,237696.0,0.6203554119547657,728.4346230101918
1315,21793,51,693,658,1361,106,714,624,1087,0.8375124302542322,3025,441,1156,75076,1,1,1,0,607.0,668.0,2550.0,405476.0,0.9086826347305388,902.5923775437061
119,21793,132,696,716,1093,106,714,624,1087,0.9806314849483702,676,324,8464,36,1,1,0,1,584.0,397.0,1962.0,231848.0,1.4710327455919396,706.1621626793665
1222,21793,192,689,742,1241,106,714,624,1087,0.9069067614976348,7396,625,13924,23716,1,1,0,1,550.0,552.0,2204.0,303600.0,0.9963768115942028,779.2329561819107
1409,21793,83,688,701,1268,106,714,624,1087,0.9186624307384448,529,676,5929,32761,1,1,0,1,618.0,580.0,2396.0,358440.0,1.0655172413793104,847.5399695589583
724,12796,37,661,739,1399,276,683,1047,1319,0.741562437091156,57121,484,94864,6400,0,0,0,0,702.0,738.0,2880.0,518076.0,0.951219512195122,1018.5519132572476
3,12796,46,668,775,1383,276,683,1047,1319,0.7865643993387328,52900,225,73984,4096,0,1,1,0,729.0,715.0,2888.0,521235.0,1.0195804195804197,1021.1101801470793
781,12796,408,707,764,1331,276,683,1047,1319,0.8402010642905509,17424,576,80089,144,1,0,1,1,356.0,624.0,1960.0,222144.0,0.5705128205128205,718.4093540593691
1638,12796,78,685,777,1346,276,683,1047,1319,0.8164442447176905,39204,4,72900,729,1,1,1,1,699.0,661.0,2720.0,462039.0,1.0574886535552193,962.040539686348
972,4032,396,811,774,1401,151,787,732,1457,0.9235079087819462,60025,576,1764,3136,1,1,1,1,378.0,590.0,1936.0,223020.0,0.6406779661016949,700.7025046337427
1506,4032,387,847,740,1379,151,787,732,1457,0.9235744734023248,55696,3600,64,6084,1,1,1,0,353.0,532.0,1770.0,187796.0,0.6635338345864662,638.4614318813627
